ID,Gender,Location,E-Paylater User Status,Educational Background,Year of Birth,Job Status,Monthly Income,Online Shopping Expenditure Percentage,Impulsive Buying Behavior Score,Promotion Score,Social Influence Score,Happiness Score,Self Control Score,Normative Evaluation Score
188,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1999,Working,"More than Rp 10,000,000",Less than 20%,2,2,3,4,3,3
189,Female,Jambi,Non e-paylater user,Until Senior High School,2000,Not Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,2,1,1,1,3,5
190,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,2002,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,4,2,3,3,3,4
191,Male,West Java,Non e-paylater user,Post Graduate,1998,Working,"More than Rp 10,000,000",Less than 20%,2,2,2,4,4,4
192,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2001,Not Working,"More than Rp 10,000,000",21% - 40%,2,1,1,4,3,4
193,Female,West Sumatera,Non e-paylater user,"Diploma I, II, III",2000,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,3,3,3,4,3,4
194,Female,West Sumatera,Non e-paylater user,Post Graduate,2001,Working,"More than Rp 10,000,000",Less than 20%,2,2,2,2,3,4
195,Male,DKI Jakarta,Non e-paylater user,Bachelor/Diploma IV,1987,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,2,2,2,3,4,5
196,Male,West Sumatera,e-paylater user,Post Graduate,2002,Entrepreneur,"More than Rp 10,000,000",21% - 40%,4,4,4,4,3,3
197,Female,West Kalimantan,Non e-paylater user,Until Senior High School,2005,Students,"Less than Rp 1,000,000",Less than 20%,4,1,1,4,3,1
198,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,2000,Working,"Rp 1,000,001 - Rp 2,500,000",41% - 60%,4,4,4,4,3,4
199,Female,West Sumatera,Non e-paylater user,Post Graduate,1999,Working,"Rp 7,500,001 - Rp 10,000,000",21% - 40%,2,1,1,4,4,3
200,Female,West Java,Non e-paylater user,Bachelor/Diploma IV,2000,Entrepreneur,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,2,2,2,4,4,4
201,Female,DKI Jakarta,Non e-paylater user,Until Senior High School,2004,Students,"Less than Rp 1,000,000",Less than 20%,3,4,2,4,4,3
202,Female,West Sumatera,e-paylater user,Until Senior High School,2000,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,3,3,4,4,3,4
203,Female,West Sumatera,Non e-paylater user,Until Senior High School,2000,Students,"Less than Rp 1,000,000",21% - 40%,4,2,2,4,3,4
204,Female,DKI Jakarta,Non e-paylater user,Bachelor/Diploma IV,2001,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,2,3,2,3,4,4
205,Female,DKI Jakarta,Non e-paylater user,Until Senior High School,2002,Students,"Less than Rp 1,000,000",Less than 20%,2,3,3,3,3,3
206,Male,DKI Jakarta,Non e-paylater user,Until Senior High School,1995,Students,"Less than Rp 1,000,000",41% - 60%,4,3,4,3,4,3
207,Male,Banten,Non e-paylater user,Until Senior High School,2002,Students,"Less than Rp 1,000,000",21% - 40%,2,1,2,4,3,4
208,Male,East Java,e-paylater user,Until Senior High School,2002,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,3,4,4,4,3,3
209,Female,West Sumatera,Non e-paylater user,Until Senior High School,1990,Students,"Less than Rp 1,000,000",Less than 20%,2,2,1,4,3,3
210,Male,DKI Jakarta,Non e-paylater user,Post Graduate,2003,Working,"More than Rp 10,000,000",Less than 20%,2,2,1,3,3,3
211,Male,West Sumatera,e-paylater user,Bachelor/Diploma IV,2001,Students,"Less than Rp 1,000,000",21% - 40%,2,2,2,4,4,3
212,Male,Bengkulu,Non e-paylater user,Until Senior High School,1999,Students,"Less than Rp 1,000,000",21% - 40%,2,2,2,3,3,3
213,Male,West Java,Non e-paylater user,Bachelor/Diploma IV,2002,Working,"More than Rp 10,000,000",Less than 20%,1,1,1,1,3,3
214,Male,West Java,e-paylater user,Bachelor/Diploma IV,1997,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,3,2,2,4,3,4
215,Female,West Java,Non e-paylater user,Until Senior High School,2003,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,2,1,1,4,2,5
216,Male,DKI Jakarta,Non e-paylater user,"Diploma I, II, III",2003,Students,"Less than Rp 1,000,000",Less than 20%,4,4,4,4,3,3
217,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1997,Students,"Less than Rp 1,000,000",21% - 40%,4,2,3,4,4,4
218,Male,DKI Jakarta,e-paylater user,Bachelor/Diploma IV,2004,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,2,1,3,3,4,5
219,Female,DKI Jakarta,Non e-paylater user,Until Senior High School,2003,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,2,2,2,4,3,3
220,Male,Lampung,Non e-paylater user,Until Senior High School,2002,Students,"Less than Rp 1,000,000",Less than 20%,3,2,2,5,3,2
221,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,1981,Working,"More than Rp 10,000,000",Less than 20%,4,4,4,4,2,4
222,Male,DKI Jakarta,Non e-paylater user,Bachelor/Diploma IV,2004,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,3,4,3,3,3,2
223,Male,West Sumatera,Non e-paylater user,Post Graduate,1987,Students,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,3,2,3,3,4,1
224,Male,West Sumatera,Non e-paylater user,"Diploma I, II, III",1996,Students,"Less than Rp 1,000,000",Less than 20%,4,4,4,4,3,3
225,Male,DKI Jakarta,Non e-paylater user,Until Senior High School,2002,Students,"Less than Rp 1,000,000",Less than 20%,3,2,2,4,4,5
226,Male,DKI Jakarta,Non e-paylater user,Post Graduate,1981,Working,"More than Rp 10,000,000",Less than 20%,2,2,2,4,4,2
227,Female,Riau,Non e-paylater user,Until Senior High School,1992,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,2,3,4,4,3,3
228,Female,West Sumatera,Non e-paylater user,Until Senior High School,1989,Students,"Less than Rp 1,000,000",Less than 20%,2,1,1,3,3,2
229,Female,DKI Jakarta,e-paylater user,Until Senior High School,2002,Students,"Less than Rp 1,000,000",Less than 20%,2,4,3,3,4,1
230,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1999,Entrepreneur,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,2,1,2,4,4,4
231,Male,West Sumatera,Non e-paylater user,Post Graduate,1985,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,2,2,2,3,3,4
232,Male,West Sumatera,Non e-paylater user,Until Senior High School,1996,Students,"Less than Rp 1,000,000",Less than 20%,2,2,2,3,2,1
233,Female,Banten,Non e-paylater user,Post Graduate,1999,Working,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,2,1,1,4,4,3
234,Female,Banten,Non e-paylater user,"Diploma I, II, III",2002,Students,"Less than Rp 1,000,000",Less than 20%,3,1,1,2,3,4
235,Female,DKI Jakarta,Non e-paylater user,Bachelor/Diploma IV,2002,Working,"More than Rp 10,000,000",61% - 80%,5,3,3,4,2,3
236,Female,West Sumatera,Non e-paylater user,Post Graduate,2002,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,2,2,2,3,3,4
237,Female,West Sumatera,Non e-paylater user,Post Graduate,1978,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,2,1,1,4,3,4
238,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1995,Working,"More than Rp 10,000,000",Less than 20%,3,2,2,3,4,3
239,Female,West Sumatera,Non e-paylater user,Until Senior High School,1989,Students,"Less than Rp 1,000,000",Less than 20%,4,3,3,3,3,3
240,Male,DKI Jakarta,Non e-paylater user,Until Senior High School,1985,Students,"Less than Rp 1,000,000",Less than 20%,3,3,3,4,3,4
241,Male,Nanggore Aceh Darussalam,Non e-paylater user,Post Graduate,2003,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,2,1,1,2,4,3
242,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,2001,Working,"Rp 2,500,001 - Rp 5,000,000",41% - 60%,3,4,3,4,4,2
243,Male,West Sumatera,e-paylater user,Bachelor/Diploma IV,2003,Working,"Rp 5,000,001 - Rp 7,500,000",21% - 40%,3,4,3,4,4,4
244,Female,DI Yogyakarta,e-paylater user,Bachelor/Diploma IV,2001,Working,"More than Rp 10,000,000",Less than 20%,4,4,3,3,3,3
245,Female,DKI Jakarta,Non e-paylater user,Bachelor/Diploma IV,2003,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,3,1,1,3,3,4
246,Female,DKI Jakarta,Non e-paylater user,Bachelor/Diploma IV,2002,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,3,3,2,4,3,3
247,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1990,Working,"Rp 2,500,001 - Rp 5,000,000",21% - 40%,4,2,2,4,4,4
248,Female,DKI Jakarta,Non e-paylater user,Post Graduate,1997,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,1,1,1,2,5,4
249,Female,West Java,Non e-paylater user,"Diploma I, II, III",2003,Entrepreneur,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,4,4,4,4,3,2
250,Female,DKI Jakarta,Non e-paylater user,Until Senior High School,2002,Students,"Less than Rp 1,000,000",Less than 20%,4,2,3,4,3,3
251,Male,West Sumatera,Non e-paylater user,Post Graduate,2002,Working,"Rp 5,000,001 - Rp 7,500,000",21% - 40%,4,1,1,3,3,4
252,Female,West Sumatera,Non e-paylater user,Until Senior High School,1969,Students,"Less than Rp 1,000,000",Less than 20%,3,1,2,4,2,4
253,Male,West Sumatera,Non e-paylater user,Until Senior High School,1977,Students,"Less than Rp 1,000,000",Less than 20%,2,2,2,2,4,3
254,Male,West Java,Non e-paylater user,Until Senior High School,1978,Students,"Less than Rp 1,000,000",21% - 40%,4,1,2,4,3,4
255,Female,West Sumatera,e-paylater user,"Diploma I, II, III",1989,Students,"Less than Rp 1,000,000",41% - 60%,2,1,1,4,4,4
256,Female,West Sumatera,Non e-paylater user,Until Senior High School,1999,Students,"Less than Rp 1,000,000",Less than 20%,2,1,1,4,4,5
257,Female,DKI Jakarta,e-paylater user,"Diploma I, II, III",1993,Not Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,2,3,3,3,3,4
258,Female,Central Java,Non e-paylater user,Bachelor/Diploma IV,2002,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,4,3,3,4,3,3
259,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1995,Students,"Less than Rp 1,000,000",Less than 20%,3,3,2,3,3,3
260,Female,Banten,e-paylater user,Bachelor/Diploma IV,2002,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,2,4,3,3,4,5
261,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1990,Working,"More than Rp 10,000,000",Less than 20%,2,2,2,3,3,5
262,Female,West Sumatera,Non e-paylater user,Until Senior High School,1983,Students,"Less than Rp 1,000,000",Less than 20%,3,2,3,3,3,5
263,Female,West Sumatera,Non e-paylater user,Post Graduate,1994,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,2,2,2,4,4,4
264,Male,West Sumatera,Non e-paylater user,Until Senior High School,1991,Students,"Less than Rp 1,000,000",Less than 20%,3,2,2,3,4,5
265,Female,West Sumatera,Non e-paylater user,Until Senior High School,1993,Students,"Less than Rp 1,000,000",Less than 20%,3,4,3,4,4,3
266,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2002,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,4,2,2,4,3,3
267,Female,West Sumatera,e-paylater user,Until Senior High School,1992,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,3,1,1,4,3,4
268,Male,West Sumatera,Non e-paylater user,Until Senior High School,1984,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,4,2,4,4,3,3
269,Female,West Sumatera,Non e-paylater user,Until Senior High School,1980,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,4,4,4,5,3,4
270,Male,West Sumatera,Non e-paylater user,Until Senior High School,1995,Students,"Less than Rp 1,000,000",Less than 20%,1,2,2,3,4,4
271,Female,DKI Jakarta,Non e-paylater user,Until Senior High School,2002,Students,"Less than Rp 1,000,000",Less than 20%,2,1,2,4,4,2
272,Female,DKI Jakarta,Non e-paylater user,Until Senior High School,1996,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,2,2,3,4,3,3
273,Female,West Java,e-paylater user,Bachelor/Diploma IV,2002,Working,"Rp 7,500,001 - Rp 10,000,000",21% - 40%,2,1,1,1,3,3
274,Male,Riau,Non e-paylater user,Until Senior High School,1977,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,2,1,1,4,3,4
275,Male,East Java,Non e-paylater user,"Diploma I, II, III",1988,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,2,2,2,3,4,4
276,Male,East Java,e-paylater user,Post Graduate,2002,Working,"Rp 1,000,001 - Rp 2,500,000",61% - 80%,4,4,2,4,3,5
277,Female,Banten,e-paylater user,Bachelor/Diploma IV,1994,Working,"More than Rp 10,000,000",41% - 60%,4,4,2,4,3,3
278,Male,Riau,Non e-paylater user,Bachelor/Diploma IV,1980,Students,"Less than Rp 1,000,000",Less than 20%,3,4,4,4,3,3
279,Female,West Sumatera,e-paylater user,Until Senior High School,1994,Not Working,"Rp 2,500,001 - Rp 5,000,000",21% - 40%,2,4,2,3,4,4
280,Female,West Sumatera,Non e-paylater user,Until Senior High School,1977,Students,"Less than Rp 1,000,000",Less than 20%,3,1,1,4,3,4
281,Female,West Nusa Tenggara,Non e-paylater user,Until Senior High School,2002,Students,"Less than Rp 1,000,000",Less than 20%,2,4,4,5,3,1
282,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1977,Students,"Less than Rp 1,000,000",Less than 20%,1,1,1,1,3,2
283,Male,West Sumatera,Non e-paylater user,Post Graduate,1978,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,2,2,3,4,3,5
284,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1988,Working,"More than Rp 10,000,000",21% - 40%,2,1,3,3,3,3
285,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1972,Working,"Rp 7,500,001 - Rp 10,000,000",41% - 60%,2,1,1,3,5,4
286,Female,Kepulauan Riau,Non e-paylater user,Post Graduate,1979,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,2,1,2,2,5,4
287,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1984,Working,"Rp 5,000,001 - Rp 7,500,000",21% - 40%,3,3,4,4,3,4
288,Female,West Sumatera,Non e-paylater user,Until Senior High School,1969,Students,"Less than Rp 1,000,000",21% - 40%,2,1,1,4,3,4
289,Female,West Sumatera,Non e-paylater user,"Diploma I, II, III",1979,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,1,1,1,3,4,4
290,Female,West Sumatera,e-paylater user,Post Graduate,1990,Working,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,3,4,3,4,3,4
291,Male,Nanggore Aceh Darussalam,e-paylater user,Until Senior High School,1979,Students,"Less than Rp 1,000,000",21% - 40%,4,3,3,4,1,5
292,Male,Banten,e-paylater user,Bachelor/Diploma IV,1974,Students,"Less than Rp 1,000,000",Less than 20%,4,4,4,2,2,3
293,Male,West Sumatera,e-paylater user,Bachelor/Diploma IV,1981,Working,"More than Rp 10,000,000",Less than 20%,2,4,4,4,3,3
294,Female,DKI Jakarta,Non e-paylater user,Until Senior High School,1979,Students,"Less than Rp 1,000,000",Less than 20%,4,2,2,4,3,3
295,Female,DKI Jakarta,Non e-paylater user,Post Graduate,2002,Working,"More than Rp 10,000,000",41% - 60%,2,1,1,4,4,3
296,Female,Central Java,e-paylater user,Until Senior High School,1979,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,3,4,4,5,4,3
297,Female,West Java,Non e-paylater user,Until Senior High School,1978,Students,"Less than Rp 1,000,000",Less than 20%,4,4,4,5,3,4
298,Female,DKI Jakarta,Non e-paylater user,Bachelor/Diploma IV,2002,Working,"Rp 7,500,001 - Rp 10,000,000",21% - 40%,2,1,2,4,3,4
299,Female,West Sumatera,e-paylater user,Until Senior High School,1994,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,3,4,3,3,3,2
300,Female,Riau,Non e-paylater user,Bachelor/Diploma IV,1973,Students,"Less than Rp 1,000,000",41% - 60%,4,2,2,4,3,3
301,Male,North Sumatera,Non e-paylater user,Bachelor/Diploma IV,1973,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,2,2,3,4,3,4
302,Female,West Sumatera,Non e-paylater user,Until Senior High School,1978,Students,"Less than Rp 1,000,000",Less than 20%,1,4,1,2,3,3
303,Female,West Sumatera,Non e-paylater user,Until Senior High School,1987,Students,"Less than Rp 1,000,000",Less than 20%,2,2,1,4,3,4
304,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1982,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,2,2,2,2,4,5
305,Female,West Sumatera,Non e-paylater user,Post Graduate,1974,Working,"More than Rp 10,000,000",Less than 20%,2,2,2,3,4,3
306,Female,West Java,Non e-paylater user,Post Graduate,1970,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,3,2,2,4,3,2
307,Male,West Sumatera,Non e-paylater user,Post Graduate,2002,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,2,2,2,4,4,3
308,Male,Bengkulu,Non e-paylater user,Post Graduate,1975,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,4,2,2,4,4,3
309,Female,Kepulauan Riau,Non e-paylater user,Bachelor/Diploma IV,1973,Not Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,2,1,3,2,3,3
310,Female,DKI Jakarta,Non e-paylater user,Bachelor/Diploma IV,2002,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,4,2,3,4,3,3
311,Male,Jambi,e-paylater user,Bachelor/Diploma IV,1996,Working,"More than Rp 10,000,000",Less than 20%,3,4,4,3,3,3
312,Female,Central Java,e-paylater user,Until Senior High School,1971,Students,"Less than Rp 1,000,000",Less than 20%,2,1,1,4,3,3
313,Female,West Java,Non e-paylater user,Post Graduate,1979,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,4,2,2,2,3,3
314,Female,Kepulauan Riau,Non e-paylater user,Until Senior High School,1983,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,3,3,3,3,3,4
315,Female,Jambi,Non e-paylater user,Until Senior High School,1984,Students,"Less than Rp 1,000,000",21% - 40%,4,1,1,4,2,1
316,Female,DKI Jakarta,Non e-paylater user,"Diploma I, II, III",1978,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,2,3,3,4,3,3
317,Male,DKI Jakarta,e-paylater user,"Diploma I, II, III",1978,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,4,4,4,4,3,3
318,Male,West Sumatera,e-paylater user,Post Graduate,1979,Working,"More than Rp 10,000,000",Less than 20%,1,3,1,2,5,2
319,Female,West Java,Non e-paylater user,Bachelor/Diploma IV,1978,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,4,3,3,3,3,5
320,Female,West Sumatera,Non e-paylater user,Post Graduate,1999,Working,"More than Rp 10,000,000",21% - 40%,3,3,2,4,3,3
321,Female,Banten,e-paylater user,Post Graduate,1979,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,3,2,2,4,3,3
322,Female,Kepulauan Riau,Non e-paylater user,"Diploma I, II, III",1977,Students,"Less than Rp 1,000,000",61% - 80%,2,3,2,4,3,3
323,Female,South Sumatera,Non e-paylater user,Bachelor/Diploma IV,1979,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,2,1,2,4,4,4
324,Male,Jambi,e-paylater user,Post Graduate,1979,Working,"Rp 7,500,001 - Rp 10,000,000",61% - 80%,1,3,2,4,3,4
325,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,1978,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,4,4,4,4,3,3
326,Male,West Java,Non e-paylater user,Until Senior High School,1979,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,1,1,1,3,4,5
327,Male,DKI Jakarta,e-paylater user,Bachelor/Diploma IV,2002,Working,"Rp 5,000,001 - Rp 7,500,000",21% - 40%,2,3,3,4,3,1
328,Male,West Sumatera,Non e-paylater user,"Diploma I, II, III",1978,Students,"Less than Rp 1,000,000",Less than 20%,4,4,4,4,3,3
329,Male,Central Java,e-paylater user,Until Senior High School,1967,Students,"Less than Rp 1,000,000",21% - 40%,1,2,2,2,3,5
330,Male,Central Java,e-paylater user,Bachelor/Diploma IV,1974,Working,"Rp 7,500,001 - Rp 10,000,000",21% - 40%,4,4,4,4,3,3
331,Female,West Sumatera,e-paylater user,"Diploma I, II, III",1979,Working,"Rp 5,000,001 - Rp 7,500,000",21% - 40%,4,4,4,4,3,4
332,Female,West Sumatera,Non e-paylater user,Until Senior High School,1978,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,4,2,2,3,3,3
333,Female,Riau,Non e-paylater user,Post Graduate,1993,Working,"Rp 7,500,001 - Rp 10,000,000",21% - 40%,2,1,3,2,3,5
334,Male,Riau,e-paylater user,Bachelor/Diploma IV,1989,Entrepreneur,"More than Rp 10,000,000",21% - 40%,4,2,4,2,2,3
335,Male,Riau,e-paylater user,Bachelor/Diploma IV,1994,Working,"Rp 7,500,001 - Rp 10,000,000",21% - 40%,4,4,4,4,3,3
336,Female,West Sumatera,e-paylater user,Until Senior High School,2000,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,3,3,3,3,3,4
337,Female,West Sumatera,Non e-paylater user,Until Senior High School,1981,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,2,1,3,4,4,3
338,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,1979,Working,"Rp 2,500,001 - Rp 5,000,000",21% - 40%,2,3,3,3,3,3
339,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1979,Students,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,2,2,2,3,4,4
340,Female,Maluku,Non e-paylater user,Bachelor/Diploma IV,1994,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,2,1,1,2,4,4
341,Male,DKI Jakarta,e-paylater user,"Diploma I, II, III",1979,Working,"Rp 5,000,001 - Rp 7,500,000",21% - 40%,4,4,4,4,3,4
342,Male,DKI Jakarta,e-paylater user,Bachelor/Diploma IV,1979,Working,"Rp 7,500,001 - Rp 10,000,000",21% - 40%,4,4,4,4,3,3
343,Male,West Sumatera,e-paylater user,Bachelor/Diploma IV,1987,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,3,1,3,2,3,3
344,Female,DKI Jakarta,Non e-paylater user,Until Senior High School,2003,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,2,1,1,5,5,5
345,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1979,Working,"More than Rp 10,000,000",21% - 40%,1,2,2,3,3,3
346,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2003,Students,"Less than Rp 1,000,000",21% - 40%,3,3,3,5,3,4
347,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,2002,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,1,1,1,4,4,4
348,Female,DKI Jakarta,e-paylater user,Bachelor/Diploma IV,1989,Working,"Rp 7,500,001 - Rp 10,000,000",21% - 40%,2,3,2,4,3,4
349,Female,West Sumatera,Non e-paylater user,Post Graduate,1999,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,1,1,1,2,5,5
350,Female,West Nusa Tenggara,e-paylater user,Bachelor/Diploma IV,1980,Working,"More than Rp 10,000,000",21% - 40%,3,2,1,1,4,5
351,Female,DKI Jakarta,Non e-paylater user,"Diploma I, II, III",1978,Working,"Rp 5,000,001 - Rp 7,500,000",21% - 40%,4,1,2,4,4,3
352,Female,West Sumatera,Non e-paylater user,Post Graduate,1994,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,2,1,1,2,4,3
353,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,1995,Entrepreneur,"More than Rp 10,000,000",Less than 20%,3,4,3,5,4,5
354,Female,West Sumatera,Non e-paylater user,Post Graduate,1992,Working,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,3,3,3,4,3,4
355,Female,DKI Jakarta,Non e-paylater user,"Diploma I, II, III",1979,Students,"Less than Rp 1,000,000",41% - 60%,1,2,2,4,3,4
356,Female,West Sumatera,Non e-paylater user,Post Graduate,1979,Working,"More than Rp 10,000,000",21% - 40%,2,1,1,4,5,2
357,Female,West Sumatera,Non e-paylater user,Until Senior High School,1980,Students,"Less than Rp 1,000,000",Less than 20%,4,2,2,4,3,5
358,Female,West Sumatera,Non e-paylater user,Post Graduate,1979,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,2,1,2,3,3,4
359,Female,West Sumatera,e-paylater user,Until Senior High School,1971,Students,"Less than Rp 1,000,000",41% - 60%,4,4,2,4,3,3
360,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,1982,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,4,4,4,4,3,3
361,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,1975,Working,"Rp 5,000,001 - Rp 7,500,000",41% - 60%,4,4,5,3,3,3
362,Male,West Sumatera,Non e-paylater user,Post Graduate,1984,Working,"More than Rp 10,000,000",Less than 20%,2,2,1,5,5,4
363,Female,West Sumatera,Non e-paylater user,Until Senior High School,1988,Students,"Less than Rp 1,000,000",Less than 20%,2,2,3,5,3,5
364,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1979,Not Working,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,2,3,3,3,3,3
365,Female,DKI Jakarta,Non e-paylater user,Until Senior High School,1978,Students,"Less than Rp 1,000,000",41% - 60%,4,4,3,4,3,3
366,Female,West Sumatera,Non e-paylater user,Until Senior High School,1977,Students,"Less than Rp 1,000,000",Less than 20%,4,1,3,3,3,4
367,Female,West Sumatera,Non e-paylater user,Until Senior High School,1978,Students,"Less than Rp 1,000,000",21% - 40%,4,2,4,5,3,4
368,Female,West Sumatera,e-paylater user,Post Graduate,1978,Working,"Rp 5,000,001 - Rp 7,500,000",41% - 60%,4,4,3,4,3,3
369,Female,West Sumatera,Non e-paylater user,Until Senior High School,1997,Students,"Less than Rp 1,000,000",21% - 40%,3,1,1,4,3,3
370,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2002,Working,"More than Rp 10,000,000",Less than 20%,3,3,3,3,4,4
371,Male,North Sumatera,Non e-paylater user,Bachelor/Diploma IV,1996,Working,"More than Rp 10,000,000",Less than 20%,2,2,3,3,3,2
372,Male,East Java,Non e-paylater user,Until Senior High School,1976,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,1,1,1,2,5,4
373,Female,East Java,Non e-paylater user,Bachelor/Diploma IV,1979,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,2,2,2,4,4,5
374,Male,North Sumatera,e-paylater user,Until Senior High School,1999,Students,"Less than Rp 1,000,000",41% - 60%,3,4,2,4,2,3
375,Male,Central Java,Non e-paylater user,Until Senior High School,1996,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,3,1,1,4,4,4
